timestamp,station_id,temperature,charging_status,battery_level,power_draw_kWh
2025-06-28 06:25:40,3,34.34,Occupied,95.53,10.58
2025-06-28 06:25:40,4,35.43,Occupied,41.49,14.76
2025-06-28 06:25:40,5,27.71,Occupied,38.72,18.56
2025-06-28 06:25:45,1,31.5,Available,,0.0
2025-06-28 06:25:45,2,39.63,Occupied,42.21,9.81
2025-06-28 06:25:45,3,38.3,Occupied,79.6,11.76
2025-06-28 06:25:45,4,37.08,Occupied,23.03,8.13
2025-06-28 06:25:45,5,26.7,Available,,0.0
2025-06-28 06:25:50,1,27.38,Available,,0.0
2025-06-28 06:25:50,2,33.69,Available,,0.0
2025-06-28 06:25:50,3,26.1,Occupied,36.56,16.18
2025-06-28 06:25:50,4,25.0,Available,,0.0
2025-06-28 06:25:50,5,28.63,Available,,0.0
2025-06-28 06:25:55,1,28.7,Available,,0.0
2025-06-28 06:25:55,2,39.06,Occupied,57.11,19.53
2025-06-28 06:25:55,3,33.18,Occupied,73.68,9.21
2025-06-28 06:25:55,4,35.85,Available,,0.0
2025-06-28 06:25:55,5,28.43,Available,,0.0
2025-06-28 06:26:00,1,27.91,Occupied,23.55,13.52
2025-06-28 06:26:00,2,29.87,Available,,0.0
2025-06-28 06:26:00,3,28.8,Available,,0.0
2025-06-28 06:26:00,4,34.57,Available,,0.0
2025-06-28 06:26:00,5,26.34,Occupied,80.47,10.4
2025-06-28 06:26:05,1,36.01,Available,,0.0
2025-06-28 06:26:05,2,35.09,Available,,0.0
2025-06-28 06:26:05,3,25.9,Occupied,74.14,16.37
2025-06-28 06:26:05,4,33.65,Occupied,15.61,7.22
2025-06-28 06:26:05,5,30.8,Occupied,23.44,5.79
2025-06-28 06:26:10,1,37.22,Available,,0.0
2025-06-28 06:26:10,2,35.93,Occupied,62.68,14.99
2025-06-28 06:26:10,3,34.49,Available,,0.0
2025-06-28 06:26:10,4,38.91,Occupied,80.47,18.39
2025-06-28 06:26:10,5,38.37,Available,,0.0
2025-06-28 06:26:15,1,38.09,Available,,0.0
2025-06-28 06:26:15,2,28.19,Available,,0.0
2025-06-28 06:26:15,3,32.54,Occupied,44.52,17.19
2025-06-28 06:26:15,4,39.89,Available,,0.0
2025-06-28 06:26:15,5,34.09,Available,,0.0
2025-06-28 06:26:20,1,28.09,Available,,0.0
2025-06-28 06:26:20,2,39.48,Available,,0.0
2025-06-28 06:26:20,3,29.55,Available,,0.0
2025-06-28 06:26:20,4,39.48,Occupied,13.43,7.31
2025-06-28 06:26:20,5,36.54,Occupied,91.35,13.79
2025-06-28 06:26:25,1,27.27,Available,,0.0
2025-06-28 06:26:25,2,28.57,Available,,0.0
2025-06-28 06:26:25,3,38.9,Available,,0.0
2025-06-28 06:26:25,4,27.48,Occupied,21.6,12.49
2025-06-28 06:26:25,5,29.48,Available,,0.0
2025-06-28 06:26:30,1,34.66,Available,,0.0
2025-06-28 06:26:30,2,28.34,Available,,0.0
2025-06-28 06:26:30,3,25.05,Occupied,27.65,5.99
2025-06-28 06:26:30,4,38.61,Available,,0.0
2025-06-28 06:26:30,5,38.88,Available,,0.0
2025-06-28 06:26:35,1,28.55,Available,,0.0
2025-06-28 06:26:35,2,39.78,Occupied,98.58,8.94
2025-06-28 06:26:35,3,39.09,Available,,0.0
2025-06-28 06:26:35,4,29.87,Available,,0.0
2025-06-28 06:26:35,5,25.17,Occupied,42.4,9.75
2025-06-28 06:26:40,1,34.06,Available,,0.0
2025-06-28 06:26:40,2,35.31,Available,,0.0
2025-06-28 06:26:40,3,34.3,Occupied,47.4,12.68
2025-06-28 06:26:40,4,33.34,Available,,0.0
2025-06-28 06:26:40,5,34.88,Available,,0.0
2025-06-28 06:26:45,1,26.35,Occupied,22.61,12.76
2025-06-28 06:26:45,2,37.25,Occupied,32.48,5.93
2025-06-28 06:26:45,3,25.73,Occupied,42.51,12.93
2025-06-28 06:26:45,4,27.34,Available,,0.0
2025-06-28 06:26:45,5,28.04,Occupied,73.13,14.05
2025-06-28 06:26:50,1,38.12,Available,,0.0
2025-06-28 06:26:50,2,30.11,Available,,0.0
2025-06-28 06:26:50,3,37.97,Available,,0.0
2025-06-28 06:26:50,4,32.84,Available,,0.0
2025-06-28 06:26:50,5,29.78,Available,,0.0
2025-06-28 06:26:55,1,28.41,Occupied,36.56,14.58
2025-06-28 06:26:55,2,26.69,Available,,0.0
2025-06-28 06:26:55,3,29.5,Available,,0.0
2025-06-28 06:26:55,4,34.55,Occupied,80.31,10.4
2025-06-28 06:26:55,5,26.57,Available,,0.0
2025-06-28 06:27:00,1,36.28,Available,,0.0
2025-06-28 06:27:00,2,37.63,Occupied,57.42,19.0
2025-06-28 06:27:00,3,34.29,Occupied,28.76,12.17
2025-06-28 06:27:00,4,33.3,Available,,0.0
2025-06-28 06:27:00,5,36.03,Occupied,94.17,5.13
2025-06-28 06:27:05,1,31.95,Available,,0.0
2025-06-28 06:27:05,2,27.12,Occupied,29.27,16.63
2025-06-28 06:27:05,3,34.28,Available,,0.0
2025-06-28 06:27:05,4,27.74,Occupied,64.05,9.66
2025-06-28 06:27:05,5,31.42,Available,,0.0
2025-06-28 06:27:10,1,28.39,Available,,0.0
2025-06-28 06:27:10,2,26.43,Occupied,64.54,10.82
2025-06-28 06:27:10,3,32.61,Available,,0.0
2025-06-28 06:27:10,4,28.02,Occupied,97.63,10.03
2025-06-28 06:27:10,5,27.35,Available,,0.0
2025-06-28 06:27:15,1,25.87,Occupied,21.23,7.79
2025-06-28 06:27:15,2,34.67,Available,,0.0
2025-06-28 06:27:15,3,30.48,Occupied,79.82,18.07
2025-06-28 06:27:15,4,30.89,Available,,0.0
2025-06-28 06:27:15,5,26.41,Occupied,52.35,18.59
2025-06-28 06:27:20,1,37.47,Occupied,13.06,11.87
2025-06-28 06:27:20,2,30.39,Occupied,81.77,18.96
2025-06-28 06:27:20,3,25.98,Occupied,53.27,10.01
2025-06-28 06:27:20,4,39.85,Occupied,49.78,10.72
2025-06-28 06:27:20,5,39.19,Available,,0.0
2025-06-28 06:27:25,1,32.02,Occupied,84.46,14.06
2025-06-28 06:27:25,2,38.21,Occupied,69.84,11.67
2025-06-28 06:27:25,3,25.44,Available,,0.0
2025-06-28 06:27:25,4,30.15,Available,,0.0
2025-06-28 06:27:25,5,27.32,Available,,0.0
2025-06-28 06:27:30,1,33.56,Available,,0.0
2025-06-28 06:27:30,2,25.23,Available,,0.0
2025-06-28 06:27:30,3,28.78,Occupied,87.5,14.04
2025-06-28 06:27:30,4,27.37,Occupied,92.63,18.56
2025-06-28 06:27:30,5,38.21,Occupied,31.04,11.15
2025-06-28 06:27:35,1,26.14,Occupied,69.71,8.41
2025-06-28 06:27:35,2,33.71,Occupied,20.12,15.51
2025-06-28 06:27:35,3,35.56,Available,,0.0
2025-06-28 06:27:35,4,33.1,Occupied,69.17,8.16
2025-06-28 06:27:35,5,26.28,Available,,0.0
2025-06-28 06:27:40,1,33.01,Available,,0.0
2025-06-28 06:27:40,2,33.11,Occupied,96.2,7.75
2025-06-28 06:27:40,3,35.77,Available,,0.0
2025-06-28 06:27:40,4,37.33,Occupied,86.67,8.09
2025-06-28 06:27:40,5,27.28,Occupied,46.44,19.07
2025-06-28 06:27:45,1,26.67,Available,,0.0
2025-06-28 06:27:45,2,27.36,Occupied,40.11,5.03
2025-06-28 06:27:45,3,26.61,Available,,0.0
2025-06-28 06:27:45,4,36.7,Occupied,28.03,9.94
2025-06-28 06:27:45,5,39.0,Occupied,38.58,16.07
2025-06-28 06:27:50,1,35.12,Occupied,60.53,7.1
2025-06-28 06:27:50,2,36.82,Occupied,84.82,6.16
2025-06-28 06:27:50,3,34.34,Available,,0.0
2025-06-28 06:27:50,4,31.35,Occupied,23.17,7.93
2025-06-28 06:27:50,5,36.48,Available,,0.0
2025-06-28 06:27:55,1,32.31,Occupied,67.62,13.5
2025-06-28 06:27:55,2,29.51,Occupied,83.91,11.33
2025-06-28 06:27:55,3,33.7,Occupied,22.24,18.36
2025-06-28 06:27:55,4,28.69,Occupied,29.94,19.33
2025-06-28 06:27:55,5,35.22,Occupied,32.09,11.82
2025-06-28 06:28:00,1,29.59,Occupied,10.48,17.41
2025-06-28 06:28:00,2,34.07,Available,,0.0
2025-06-28 06:28:00,3,34.88,Available,,0.0
2025-06-28 06:28:00,4,25.16,Occupied,75.81,15.73
2025-06-28 06:28:00,5,29.79,Occupied,60.78,5.17
2025-06-28 06:28:05,1,33.79,Occupied,53.01,14.15
2025-06-28 06:28:05,2,36.68,Available,,0.0
2025-06-28 06:28:05,3,36.86,Occupied,32.31,19.44
2025-06-28 06:28:05,4,39.42,Available,,0.0
2025-06-28 06:28:05,5,27.66,Occupied,56.69,10.66
2025-06-28 06:28:10,1,30.19,Available,,0.0
2025-06-28 06:28:10,2,34.46,Occupied,99.21,17.51
2025-06-28 06:28:10,3,26.16,Occupied,27.76,12.48
2025-06-28 06:28:10,4,34.79,Occupied,52.96,12.97
2025-06-28 06:28:10,5,29.37,Available,,0.0
2025-06-28 06:28:15,1,37.03,Occupied,95.37,14.93
2025-06-28 06:28:15,2,32.62,Occupied,79.22,14.55
2025-06-28 06:28:15,3,35.25,Occupied,18.33,7.39
2025-06-28 06:28:15,4,35.69,Occupied,86.94,14.41
2025-06-28 06:28:15,5,34.2,Occupied,66.52,14.02
2025-06-28 06:28:20,1,38.59,Available,,0.0
2025-06-28 06:28:20,2,39.35,Occupied,61.92,12.44
2025-06-28 06:28:20,3,39.37,Available,,0.0
2025-06-28 06:28:20,4,28.62,Occupied,86.78,13.87
2025-06-28 06:28:20,5,28.84,Occupied,30.74,8.03
2025-06-28 06:28:25,1,27.53,Occupied,85.26,19.61
2025-06-28 06:28:25,2,32.14,Occupied,83.38,16.19
2025-06-28 06:28:25,3,31.45,Available,,0.0
2025-06-28 06:28:25,4,39.75,Occupied,52.85,9.53
2025-06-28 06:28:25,5,26.11,Occupied,75.19,5.51
2025-06-28 06:28:30,1,35.13,Available,,0.0
2025-06-28 06:28:30,2,35.69,Occupied,67.22,5.27
2025-06-28 06:28:30,3,27.86,Available,,0.0
2025-06-28 06:28:30,4,29.05,Available,,0.0
2025-06-28 06:28:30,5,26.41,Occupied,69.36,9.86
2025-06-28 06:28:35,1,37.58,Available,,0.0
2025-06-28 06:28:35,2,25.51,Occupied,88.15,14.48
2025-06-28 06:28:35,3,35.42,Available,,0.0
2025-06-28 06:28:35,4,34.75,Available,,0.0
2025-06-28 06:28:35,5,34.37,Available,,0.0
2025-06-28 06:28:40,1,25.51,Occupied,98.16,16.45
2025-06-28 06:28:40,2,38.51,Occupied,37.71,16.53
2025-06-28 06:28:40,3,31.94,Available,,0.0
2025-06-28 06:28:40,4,29.25,Available,,0.0
2025-06-28 06:28:40,5,35.15,Available,,0.0
2025-06-28 06:28:45,1,30.55,Available,,0.0
2025-06-28 06:28:45,2,33.35,Available,,0.0
2025-06-28 06:28:45,3,27.89,Occupied,26.65,11.02
2025-06-28 06:28:45,4,36.36,Available,,0.0
2025-06-28 06:28:45,5,25.71,Available,,0.0
2025-06-28 06:28:50,1,30.43,Occupied,95.24,14.38
2025-06-28 06:28:50,2,26.21,Available,,0.0
2025-06-28 06:28:50,3,36.24,Available,,0.0
2025-06-28 06:28:50,4,35.87,Occupied,43.52,18.24
2025-06-28 06:28:50,5,25.14,Occupied,60.17,14.64
2025-06-28 06:28:55,1,28.23,Occupied,46.27,5.73
2025-06-28 06:28:55,2,25.81,Occupied,74.68,13.47
2025-06-28 06:28:55,3,33.16,Occupied,68.96,13.59
2025-06-28 06:28:55,4,39.55,Occupied,83.29,17.38
2025-06-28 06:28:55,5,29.9,Occupied,96.59,11.42
2025-06-28 06:29:00,1,27.13,Occupied,76.1,16.56
2025-06-28 06:29:00,2,29.58,Available,,0.0
2025-06-28 06:29:00,3,38.35,Available,,0.0
2025-06-28 06:29:00,4,27.62,Available,,0.0
2025-06-28 06:29:00,5,26.79,Occupied,17.91,16.61
2025-06-28 06:29:05,1,39.51,Occupied,90.66,14.43
2025-06-28 06:29:05,2,35.47,Available,,0.0
2025-06-28 06:29:05,3,34.21,Available,,0.0
2025-06-28 06:29:05,4,25.77,Occupied,36.73,17.72
2025-06-28 06:29:05,5,31.68,Occupied,25.05,17.96
2025-06-28 06:29:10,1,25.26,Available,,0.0
2025-06-28 06:29:10,2,37.05,Occupied,69.64,19.16
2025-06-28 06:29:10,3,30.42,Occupied,97.81,11.47
2025-06-28 06:29:10,4,30.98,Available,,0.0
2025-06-28 06:29:10,5,28.68,Occupied,25.84,10.09
2025-06-28 06:29:15,1,26.54,Occupied,27.83,6.61
2025-06-28 06:29:15,2,30.24,Available,,0.0
2025-06-28 06:29:15,3,27.96,Available,,0.0
2025-06-28 06:29:15,4,37.54,Available,,0.0
2025-06-28 06:29:15,5,36.31,Available,,0.0
2025-06-28 06:29:20,1,37.63,Available,,0.0
2025-06-28 06:29:20,2,36.75,Available,,0.0
2025-06-28 06:29:20,3,25.63,Occupied,78.0,6.76
2025-06-28 06:29:20,4,26.61,Available,,0.0
2025-06-28 06:29:20,5,29.74,Occupied,81.91,7.89
2025-06-28 06:29:25,1,29.51,Occupied,92.49,16.4
2025-06-28 06:29:25,2,34.93,Available,,0.0
2025-06-28 06:29:25,3,27.54,Available,,0.0
2025-06-28 06:29:25,4,25.01,Available,,0.0
2025-06-28 06:29:25,5,39.65,Available,,0.0
2025-06-28 06:29:30,1,35.33,Occupied,15.92,7.28
2025-06-28 06:29:30,2,36.79,Occupied,58.96,12.84
2025-06-28 06:29:30,3,28.24,Occupied,44.39,18.72
2025-06-28 06:29:30,4,32.37,Available,,0.0
2025-06-28 06:29:30,5,38.38,Available,,0.0
2025-06-28 06:29:35,1,32.23,Occupied,53.94,8.25
2025-06-28 06:29:35,2,39.48,Available,,0.0
2025-06-28 06:29:35,3,31.65,Occupied,79.32,14.16
2025-06-28 06:29:35,4,26.36,Available,,0.0
2025-06-28 06:29:35,5,39.48,Occupied,92.96,19.02
2025-06-28 06:29:40,1,34.62,Occupied,98.56,12.49
2025-06-28 06:29:40,2,30.33,Available,,0.0
2025-06-28 06:29:40,3,33.53,Occupied,61.54,8.52
2025-06-28 06:29:40,4,39.38,Occupied,60.95,9.1
2025-06-28 06:29:40,5,27.78,Occupied,96.65,10.55
2025-06-28 06:29:45,1,25.67,Available,,0.0
2025-06-28 06:29:45,2,38.88,Available,,0.0
2025-06-28 06:29:45,3,32.18,Occupied,45.52,10.94
2025-06-28 06:29:45,4,28.07,Occupied,17.34,16.86
2025-06-28 06:29:45,5,38.66,Available,,0.0
2025-06-28 06:29:50,1,34.54,Occupied,30.2,8.57
2025-06-28 06:29:50,2,30.26,Available,,0.0
2025-06-28 06:29:50,3,34.61,Available,,0.0
2025-06-28 06:29:50,4,35.49,Available,,0.0
2025-06-28 06:29:50,5,29.52,Occupied,12.53,11.82
2025-06-28 06:29:55,1,39.52,Occupied,86.21,15.19
2025-06-28 06:29:55,2,29.26,Occupied,47.75,5.99
2025-06-28 06:29:55,3,38.27,Available,,0.0
2025-06-28 06:29:55,4,38.65,Available,,0.0
2025-06-28 06:29:55,5,34.92,Available,,0.0
2025-06-28 06:30:00,1,38.3,Occupied,79.15,19.06
2025-06-28 06:30:00,2,30.84,Occupied,40.47,19.27
2025-06-28 06:30:00,3,28.14,Available,,0.0
2025-06-28 06:30:00,4,33.82,Available,,0.0
2025-06-28 06:30:00,5,37.81,Occupied,90.88,9.27
2025-06-28 06:30:05,1,35.47,Available,,0.0
2025-06-28 06:30:05,2,32.95,Occupied,53.74,17.71
2025-06-28 06:30:05,3,36.22,Occupied,46.01,12.41
2025-06-28 06:30:05,4,25.25,Occupied,73.66,12.27
2025-06-28 06:30:05,5,37.16,Available,,0.0
2025-06-28 06:30:10,1,25.39,Occupied,79.96,8.21
2025-06-28 06:30:10,2,34.73,Available,,0.0
2025-06-28 06:30:10,3,27.57,Available,,0.0
2025-06-28 06:30:10,4,37.93,Available,,0.0
2025-06-28 06:30:10,5,26.16,Available,,0.0
2025-06-28 06:30:15,1,38.68,Available,,0.0
2025-06-28 06:30:15,2,32.74,Available,,0.0
2025-06-28 06:30:15,3,26.33,Occupied,66.26,9.67
2025-06-28 06:30:15,4,29.44,Available,,0.0
2025-06-28 06:30:15,5,25.07,Available,,0.0
2025-06-28 06:30:20,1,28.99,Occupied,17.47,6.78
2025-06-28 06:30:20,2,32.66,Available,,0.0
2025-06-28 06:30:20,3,28.1,Available,,0.0
2025-06-28 06:30:20,4,38.6,Available,,0.0
2025-06-28 06:30:20,5,25.99,Occupied,60.76,19.21
2025-06-28 06:30:25,1,26.11,Available,,0.0
2025-06-28 06:30:25,2,36.98,Occupied,78.91,9.65
2025-06-28 06:30:25,3,26.11,Occupied,55.39,11.84
2025-06-28 06:30:25,4,35.77,Available,,0.0
2025-06-28 06:30:25,5,26.31,Occupied,22.26,17.63
2025-06-28 06:30:30,1,33.97,Available,,0.0
2025-06-28 06:30:30,2,31.07,Available,,0.0
2025-06-28 06:30:30,3,37.91,Occupied,89.75,9.5
2025-06-28 06:30:30,4,28.24,Occupied,65.19,11.03
2025-06-28 06:30:30,5,39.21,Occupied,62.65,17.16
2025-06-28 06:30:35,1,28.93,Available,,0.0
2025-06-28 06:30:35,2,33.5,Available,,0.0
2025-06-28 06:30:35,3,37.71,Available,,0.0
2025-06-28 06:30:35,4,34.82,Occupied,39.37,18.71
2025-06-28 06:30:35,5,35.03,Occupied,11.3,19.39
2025-06-28 06:30:40,1,30.3,Available,,0.0
2025-06-28 06:30:40,2,35.22,Occupied,13.44,14.43
2025-06-28 06:30:40,3,38.08,Available,,0.0
2025-06-28 06:30:40,4,28.19,Available,,0.0
2025-06-28 06:30:40,5,31.23,Available,,0.0
2025-06-28 06:30:45,1,39.8,Available,,0.0
2025-06-28 06:30:45,2,33.09,Available,,0.0
2025-06-28 06:30:45,3,25.71,Available,,0.0
2025-06-28 06:30:45,4,31.61,Available,,0.0
2025-06-28 06:30:45,5,38.37,Available,,0.0
2025-06-28 06:30:50,1,30.59,Available,,0.0
2025-06-28 06:30:50,2,32.43,Available,,0.0
2025-06-28 06:30:50,3,36.97,Available,,0.0
2025-06-28 06:30:50,4,25.08,Occupied,95.01,8.04
2025-06-28 06:30:50,5,34.11,Occupied,30.45,19.24
2025-06-28 06:30:55,1,25.09,Available,,0.0
2025-06-28 06:30:55,2,37.5,Occupied,52.04,19.83
2025-06-28 06:30:55,3,25.39,Available,,0.0
2025-06-28 06:30:55,4,32.21,Available,,0.0
2025-06-28 06:30:55,5,36.99,Available,,0.0
2025-06-28 06:31:00,1,29.65,Available,,0.0
2025-06-28 06:31:00,2,34.27,Available,,0.0
2025-06-28 06:31:00,3,27.68,Occupied,97.19,17.85
2025-06-28 06:31:00,4,39.37,Available,,0.0
2025-06-28 06:31:00,5,39.68,Available,,0.0
2025-06-28 06:31:05,1,36.72,Available,,0.0
2025-06-28 06:31:05,2,34.61,Occupied,98.49,5.18
2025-06-28 06:31:05,3,32.36,Available,,0.0
2025-06-28 06:31:05,4,39.22,Occupied,10.08,19.06
2025-06-28 06:31:05,5,26.38,Occupied,96.64,14.07
2025-06-28 06:31:10,1,33.83,Available,,0.0
2025-06-28 06:31:10,2,31.24,Available,,0.0
2025-06-28 06:31:10,3,35.98,Available,,0.0
2025-06-28 06:31:10,4,29.62,Available,,0.0
2025-06-28 06:31:10,5,28.03,Occupied,31.27,14.69
2025-06-28 06:31:15,1,32.19,Available,,0.0
2025-06-28 06:31:15,2,32.9,Available,,0.0
2025-06-28 06:31:15,3,38.1,Available,,0.0
2025-06-28 06:31:15,4,31.51,Available,,0.0
2025-06-28 06:31:15,5,34.43,Occupied,90.95,10.08
2025-06-28 06:31:20,1,29.19,Available,,0.0
2025-06-28 06:31:20,2,32.6,Occupied,14.0,5.64
2025-06-28 06:31:20,3,39.92,Available,,0.0
2025-06-28 06:31:20,4,37.03,Occupied,53.81,18.33
2025-06-28 06:31:20,5,31.52,Occupied,94.53,15.49
2025-06-28 06:31:25,1,27.26,Available,,0.0
2025-06-28 06:31:25,2,38.47,Available,,0.0
2025-06-28 06:31:25,3,36.25,Available,,0.0
2025-06-28 06:31:25,4,33.9,Available,,0.0
2025-06-28 06:31:25,5,31.08,Occupied,86.36,11.14
2025-06-28 06:31:30,1,26.94,Available,,0.0
2025-06-28 06:31:30,2,38.05,Occupied,41.19,18.86
2025-06-28 06:31:30,3,29.8,Occupied,55.13,5.72
2025-06-28 06:31:30,4,31.07,Available,,0.0
2025-06-28 06:31:30,5,28.58,Occupied,14.73,19.31
2025-06-28 06:31:35,1,27.6,Available,,0.0
2025-06-28 06:31:35,2,30.18,Occupied,12.26,18.75
2025-06-28 06:31:35,3,34.22,Available,,0.0
2025-06-28 06:31:35,4,28.04,Occupied,30.4,14.8
2025-06-28 06:31:35,5,37.13,Available,,0.0
2025-06-28 06:31:40,1,29.66,Available,,0.0
2025-06-28 06:31:40,2,37.92,Available,,0.0
2025-06-28 06:31:40,3,39.68,Available,,0.0
2025-06-28 06:31:40,4,34.16,Occupied,57.16,12.15
2025-06-28 06:31:40,5,31.33,Available,,0.0
2025-06-28 06:31:45,1,27.74,Available,,0.0
2025-06-28 06:31:45,2,32.69,Occupied,66.28,8.52
2025-06-28 06:31:45,3,30.71,Occupied,27.08,7.51
2025-06-28 06:31:45,4,39.46,Occupied,36.36,5.8
2025-06-28 06:31:45,5,35.46,Available,,0.0
2025-06-28 06:31:50,1,32.72,Occupied,47.8,14.36
2025-06-28 06:31:50,2,26.01,Available,,0.0
2025-06-28 06:31:50,3,35.43,Occupied,23.57,10.49
2025-06-28 06:31:50,4,28.59,Available,,0.0
2025-06-28 06:31:50,5,36.47,Occupied,33.45,5.04
2025-06-28 06:31:55,1,30.38,Available,,0.0
2025-06-28 06:31:55,2,34.54,Occupied,30.81,7.08
2025-06-28 06:31:55,3,25.2,Available,,0.0
2025-06-28 06:31:55,4,31.81,Available,,0.0
2025-06-28 06:31:55,5,35.07,Occupied,15.48,12.02
2025-06-28 06:32:00,1,35.36,Occupied,33.81,19.55
2025-06-28 06:32:00,2,30.37,Available,,0.0
2025-06-28 06:32:00,3,34.55,Occupied,66.77,14.38
2025-06-28 06:32:00,4,28.81,Available,,0.0
2025-06-28 06:32:00,5,30.49,Occupied,89.18,12.13
2025-06-28 06:32:05,1,26.49,Available,,0.0
2025-06-28 06:32:05,2,29.84,Available,,0.0
2025-06-28 06:32:05,3,32.34,Occupied,69.82,17.31
2025-06-28 06:32:05,4,27.56,Occupied,47.28,14.24
2025-06-28 06:32:05,5,25.7,Occupied,82.96,14.72
2025-06-28 06:32:10,1,34.85,Available,,0.0
2025-06-28 06:32:10,2,26.35,Occupied,74.24,7.01
2025-06-28 06:32:10,3,26.31,Occupied,91.53,6.67
2025-06-28 06:32:10,4,36.13,Occupied,99.37,16.91
2025-06-28 06:32:10,5,25.46,Available,,0.0
2025-06-28 06:32:15,1,38.7,Available,,0.0
2025-06-28 06:32:15,2,30.93,Available,,0.0
2025-06-28 06:32:15,3,37.14,Available,,0.0
2025-06-28 06:32:15,4,31.09,Available,,0.0
2025-06-28 06:32:15,5,33.62,Available,,0.0
2025-06-28 06:32:20,1,39.04,Available,,0.0
2025-06-28 06:32:20,2,27.1,Available,,0.0
2025-06-28 06:32:20,3,35.93,Available,,0.0
2025-06-28 06:32:20,4,35.64,Available,,0.0
2025-06-28 06:32:20,5,29.49,Available,,0.0
2025-06-28 06:32:25,1,32.34,Occupied,21.0,6.41
2025-06-28 06:32:25,2,38.71,Occupied,82.16,9.43
2025-06-28 06:32:25,3,32.39,Occupied,37.8,17.57
2025-06-28 06:32:25,4,27.71,Occupied,88.24,17.82
2025-06-28 06:32:25,5,31.76,Available,,0.0
2025-06-28 06:32:30,1,38.39,Available,,0.0
2025-06-28 06:32:30,2,33.96,Available,,0.0
2025-06-28 06:32:30,3,35.03,Occupied,25.3,6.08
2025-06-28 06:32:30,4,33.24,Available,,0.0
2025-06-28 06:32:30,5,38.44,Occupied,88.79,16.29
2025-06-28 06:32:35,1,38.46,Available,,0.0
2025-06-28 06:32:35,2,35.97,Available,,0.0
2025-06-28 06:32:35,3,29.05,Available,,0.0
2025-06-28 06:32:35,4,32.71,Available,,0.0
2025-06-28 06:32:35,5,36.62,Available,,0.0
2025-06-28 06:32:40,1,34.03,Available,,0.0
2025-06-28 06:32:40,2,26.14,Occupied,90.74,15.79
2025-06-28 06:32:40,3,29.39,Occupied,66.62,13.2
2025-06-28 06:32:40,4,28.3,Occupied,82.38,7.72
2025-06-28 06:32:40,5,35.78,Available,,0.0
2025-06-28 06:32:45,1,39.68,Occupied,82.5,10.23
2025-06-28 06:32:45,2,33.65,Occupied,46.18,10.75
2025-06-28 06:32:45,3,29.14,Available,,0.0
2025-06-28 06:32:45,4,38.86,Occupied,62.49,13.75
2025-06-28 06:32:45,5,30.69,Occupied,36.02,6.76
2025-06-28 06:32:50,1,33.95,Occupied,39.05,13.7
2025-06-28 06:32:50,2,29.37,Available,,0.0
2025-06-28 06:32:50,3,26.05,Occupied,39.62,10.56
2025-06-28 06:32:50,4,29.72,Occupied,36.99,16.57
2025-06-28 06:32:50,5,35.65,Available,,0.0
2025-06-28 06:32:55,1,29.56,Available,,0.0
2025-06-28 06:32:55,2,33.02,Occupied,98.01,10.62
2025-06-28 06:32:55,3,26.6,Available,,0.0
2025-06-28 06:32:55,4,31.07,Available,,0.0
2025-06-28 06:32:55,5,37.01,Available,,0.0
2025-06-28 06:33:00,1,28.92,Occupied,13.87,14.84
2025-06-28 06:33:00,2,28.53,Occupied,14.07,10.94
2025-06-28 06:33:00,3,28.42,Occupied,49.47,19.0
2025-06-28 06:33:00,4,30.68,Available,,0.0
2025-06-28 06:33:00,5,39.11,Occupied,93.51,8.54
2025-06-28 06:33:05,1,37.55,Available,,0.0
2025-06-28 06:33:05,2,25.67,Available,,0.0
2025-06-28 06:33:05,3,39.24,Available,,0.0
2025-06-28 06:33:05,4,32.63,Available,,0.0
2025-06-28 06:33:05,5,33.88,Available,,0.0
2025-06-28 06:33:10,1,28.48,Available,,0.0
2025-06-28 06:33:10,2,31.22,Occupied,28.66,5.52
2025-06-28 06:33:10,3,29.36,Available,,0.0
2025-06-28 06:33:10,4,25.24,Available,,0.0
2025-06-28 06:33:10,5,36.5,Occupied,98.1,6.46
2025-06-28 06:33:15,1,27.31,Available,,0.0
2025-06-28 06:33:15,2,27.69,Occupied,74.01,16.65
2025-06-28 06:33:15,3,36.21,Occupied,80.3,8.66
2025-06-28 06:33:15,4,32.47,Available,,0.0
2025-06-28 06:33:15,5,26.38,Occupied,86.71,12.8
2025-06-28 06:33:20,1,31.51,Available,,0.0
2025-06-28 06:33:20,2,30.88,Occupied,25.4,6.5
2025-06-28 06:33:20,3,30.42,Available,,0.0
2025-06-28 06:33:20,4,35.13,Available,,0.0
2025-06-28 06:33:20,5,28.1,Available,,0.0
2025-06-28 06:33:25,1,39.95,Available,,0.0
2025-06-28 06:33:25,2,30.33,Available,,0.0
2025-06-28 06:33:25,3,29.34,Occupied,51.3,19.35
2025-06-28 06:33:25,4,25.6,Occupied,26.62,16.93
2025-06-28 06:33:25,5,36.94,Occupied,57.26,19.74
2025-06-28 06:33:30,1,39.13,Occupied,84.0,15.75
2025-06-28 06:33:30,2,27.41,Available,,0.0
2025-06-28 06:33:30,3,38.96,Available,,0.0
2025-06-28 06:33:30,4,39.24,Occupied,60.94,18.51
2025-06-28 06:33:30,5,34.7,Available,,0.0
2025-06-28 06:33:35,1,35.76,Occupied,67.07,14.64
2025-06-28 06:33:35,2,37.43,Occupied,13.16,17.15
2025-06-28 06:33:35,3,38.17,Occupied,34.5,12.6
